short_name,symbol,company_id,industry,sector,employees,equity_type,isin,description
Thanh Thanh JSC,TTC,42235,Building Products,Industrials,700,ORD,VN000000TTC0,"Thanh Thanh Joint Stock Company is a Vietnam-based company engaged in the construction supplies and fixtures industry. The Company manufactures wall ceramic tiles, floor ceramic tiles and artificial granite tiles. It is also involved in property and infrastructure development projects, industrial construction and assembly activities, mining activities and mineral processing, the provision of transportation services and tourism services. In addition, it offers consultancy services and technology transfer for construction supplies and fixtures manufacturing activities. The Company exports its products to countries, such as America, Canada, Australia, Russia, Thailand, Korea, Cambodia, Sri Lanka, Pakistan, Yemen, among others."
Dong A Plastic Group JSC,DAG,958442,Building Products,Industrials,244,ORD,VN000000DAG5,"Donga Plastic Group Joint Stock Company is a Vietnam-based company engaged in the manufacture and trading of plastic construction fixtures. It products include doors, Unplasticized Polyvinyl Chloride (uPVC) windows, profile bars and ceiling boards, as well as other plastic products, such as washers and Polypropylene (PP) sheets. The Company is also involved in housing development and the trading of construction machinery and equipment. In addition, it offers installation services of its products. The Company has three wholly owned subsidiaries."
Chang Yih Ceramic,CYC,958440,Building Products,Industrials,-,ORD,VN000000CYC6,"Chang Yih Ceramic Joint Stock Company (CYC) is a Vietnam-based manufacturer of construction fixtures. The Company manufactures and trades ceramic wall and floor tiles under two brands, KIS and REX, for construction purposes. It also manufactures and trades decorative ceramic tiles. In addition, the Company is involved in the setting and installation of tiles for civil structures. Its products are distributed by a network of agents in Ho Chi Minh City and throughout the South Western region, South Eastern region and Central Highlands region of Vietnam. The Company is also involved in the construction of civil projects."
Son Ha International Corp,SHI,958657,Building Products,Industrials,915,ORD,VN000000SHI4,"Son Ha International Corporation is a Vietnam-based company engaged in the steel industry. It is involved in the manufacture and trading of stainless steel products for industrial and household usage. The Company’s products include inox water tanks, pipes, basins, kitchenware and cold-rolled steel coils. It also manufactures and trades renewable energy, including wind and solar energy, as well as consumer electronic products, household appliances, wood furniture and water filter products."
Binh Minh Plastics JSC,BMP,958402,Building Products,Industrials,1409,ORD,VN000000BMP5,"Binh Minh Plastics Joint Stock Company is a Vietnam-based company engaged in the manufacture of plastic products. The Company manufactures and trades plastic pipes and pipe fittings, such as uPVC (Unplasticized Polyvinyl Chloride) pipes and HDPE (High Density Polyethylene) pipes. Other products include plastic sprayers, helmets and soldering sticks, as well as adhesives, rubber washers and molds for plastic product manufacturing. Beside manufacturing plastic products, it installs plumbing systems and provides interior decorating services. As of December 31, 2012, the Company had one wholly owned subsidiary named North Binh Minh Plastics Limited Company, which is engaged in the manufacture and sale of consumer and industrial products from plastic and rubber."
Tien Phong Plastic JSC,NTP,42099,Building Products,Industrials,1348,ORD,VN000000NTP5,"Tien Phong Plastic Joint-Stock Company (TIFOPLAST) is a Vietnam-based manufacturer of plastic construction fixtures. The Company manufactures and trades various kinds of plastic pipes and pipe fittings, along with cable trunkings and rubber rings, for construction activities, as well as plastic products for industrial and household usage. Its products are made from unplasticized polyvinyl chloride (uPVC), polyethylene (PE) and polypropylene (PP). In addition, TIFOPLAST is involved in the construction activities of apartment buildings, infrastructures, offices for lease, commercial centers and markets. TIFOPLAST has one subsidiary engaged in the same industry."
Hestia,HSA,998132,Business Services,Services,-,ORD,VN000000HSA1,"Hestia Joint Stock Company is a Vietnam-based company primarily engaged in business support services sector. The Company's leading business activities include the provision of business management consultation, such as campaign planning, financial decision making, market positioning and human resources managing, as well as the trading of securities on its own account."
Vietnam Exhibition Fair Centre JSC,VEF,962454,Business Services,Services,80,ORD,VN000000VEF1,"Vietnam Exhibition Fair Centre Joint Stock Company (VEFAC) is a Vietnam-based company, which is mainly engaged in the organization of convention and trade shows, as well as the promotion of performing arts and other events. Besides, the Company partakes in the leasing of supporting facilities for exhibitions, together with commercial real estate infrastructures."
Thien Viet Securities JSC,TVS,958723,Capital Markets,Financial,82,ORD,VN000000TVS2,"Thien Viet Securities Joint Stock Company is a Vietnam-based company primarily engaged in stock brokering. It also offers other services, such as securities underwriting and financial advisory services."
AgriBank Securities JSC,AGR,958384,Capital Markets,Financial,132,ORD,VN000000AGR5,"AgriBank Securities Joint-Stock Corporation (Agriseco) is a Vietnam-based company engaged in the provision of investment services. It provides securities brokerage services, investment advice, underwriting services, shareholder management services and custody services. The Company is also involved in securities trading and the provision of other corporate financial consulting services for financial restructurings, initial public offerings, equity offerings and mergers and acquisitions (M&A)."
VIX Securities JSC,VIX,42278,Capital Markets,Financial,-,ORD,VN000000VIX5,"VIX Securities JSC is a Vietnam-based company engaged in the provision of investment banking and brokerage services. It is involved in the offering of securities brokerage services through multiple forms and transactions are carried out via the Internet, Call Center or cellphones. The Company is also involved in securities dealing. It provides investment advice, securities custody services and underwriting services. In addition, it offers investor relations consulting and financial consulting services for corporate events, such as corporate restructurings, equitizations, stock listings, share auctions, mergers and acquisitions, equity offerings and bond offerings."
